,Date,Open,High,Low,Close,Volume,Extra
0,2020-01-01T00:00:00,185.15,186.7,183.6,184.45,25962415,
1,2020-01-02T00:00:00,185.0,194.7,184.6,193.75,57282629,
2,2020-01-03T00:00:00,192.9,195.65,189.25,191.1,47562470,
3,2020-01-06T00:00:00,191.0,191.0,185.05,185.65,28616581,
4,2020-01-07T00:00:00,187.0,189.4,182.3,184.7,34979416,
5,2020-01-08T00:00:00,180.2,184.2,180.2,182.55,21858431,
6,2020-01-09T00:00:00,184.85,192.75,184.25,192.0,40786727,
7,2020-01-10T00:00:00,192.0,199.0,190.0,196.35,60248500,
8,2020-01-13T00:00:00,194.75,197.75,191.4,196.25,40535817,
9,2020-01-14T00:00:00,195.7,198.25,193.6,195.85,29862456,
10,2020-01-15T00:00:00,195.0,201.7,194.0,200.35,38477306,
11,2020-01-16T00:00:00,199.5,200.6,196.9,197.55,28092679,
12,2020-01-17T00:00:00,197.25,199.45,195.7,197.3,18198363,
13,2020-01-20T00:00:00,198.0,201.45,194.3,195.0,28971675,
14,2020-01-21T00:00:00,195.5,196.4,190.2,191.4,20857957,
15,2020-01-22T00:00:00,191.95,192.5,184.25,185.6,32942005,
16,2020-01-23T00:00:00,186.75,190.4,183.8,188.4,33024569,
17,2020-01-24T00:00:00,188.0,191.0,185.0,186.5,21790089,
18,2020-01-27T00:00:00,185.7,186.9,180.85,182.2,30116361,
19,2020-01-28T00:00:00,183.9,184.3,174.9,176.1,38273235,
20,2020-01-29T00:00:00,178.8,188.9,178.55,188.05,61568553,
21,2020-01-30T00:00:00,190.95,192.55,184.25,186.2,70880709,
22,2020-01-31T00:00:00,186.3,188.35,175.95,176.6,75595973,
23,2020-02-01T00:00:00,175.4,178.8,163.7,165.6,42514568,
24,2020-02-03T00:00:00,163.5,168.3,159.55,163.85,66609995,
25,2020-02-04T00:00:00,166.55,168.6,161.2,165.7,49027687,
26,2020-02-05T00:00:00,167.4,184.95,166.6,183.75,92954169,
27,2020-02-06T00:00:00,182.0,183.4,175.75,178.85,61817756,
28,2020-02-07T00:00:00,177.4,178.15,173.0,173.6,45181810,
29,2020-02-10T00:00:00,173.2,173.2,168.0,168.9,33272614,
30,2020-02-11T00:00:00,171.85,175.15,168.4,169.75,42834453,
31,2020-02-12T00:00:00,173.0,173.3,169.0,170.95,34608942,
32,2020-02-13T00:00:00,171.35,172.35,168.1,169.5,25044426,
33,2020-02-14T00:00:00,172.0,176.2,168.3,169.1,56665933,
34,2020-02-17T00:00:00,170.4,171.35,166.35,169.1,32875768,
35,2020-02-18T00:00:00,168.0,168.0,158.6,161.6,52699368,
36,2020-02-19T00:00:00,162.85,164.6,153.05,158.05,78864201,
37,2020-02-20T00:00:00,157.95,162.3,156.0,158.5,54292699,
38,2020-02-24T00:00:00,154.0,155.9,149.6,150.65,39728558,
39,2020-02-25T00:00:00,152.2,153.4,147.45,149.9,52678611,
40,2020-02-26T00:00:00,146.9,147.9,143.7,144.55,47580473,
41,2020-02-27T00:00:00,144.15,146.75,141.1,145.25,51329207,
42,2020-02-28T00:00:00,138.85,139.0,127.05,128.95,94447101,
43,2020-03-02T00:00:00,133.0,133.9,123.8,125.4,111585700,
44,2020-03-03T00:00:00,127.5,131.4,125.25,130.35,86782211,
45,2020-03-04T00:00:00,129.6,129.6,120.55,126.2,97531615,
46,2020-03-05T00:00:00,127.55,129.15,124.25,125.75,87788677,
47,2020-03-06T00:00:00,115.0,117.3,112.8,114.2,83954020,
48,2020-03-09T00:00:00,109.0,109.85,104.25,105.7,81543359,
49,2020-03-11T00:00:00,104.85,106.5,97.8,98.9,111148614,
50,2020-03-12T00:00:00,91.1,94.9,84.1,88.0,143233027,
51,2020-03-13T00:00:00,81.9,94.15,78.05,89.75,106151859,
52,2020-03-16T00:00:00,85.6,87.65,82.2,82.95,73634632,
53,2020-03-17T00:00:00,83.05,85.0,77.4,77.95,71796658,
54,2020-03-18T00:00:00,79.9,80.45,75.1,75.5,69829131,
55,2020-03-19T00:00:00,70.0,76.5,68.75,72.95,68111242,
56,2020-03-20T00:00:00,74.0,79.6,72.65,77.3,86044640,
57,2020-03-23T00:00:00,70.0,72.0,66.0,66.2,34184334,
58,2020-03-24T00:00:00,69.9,71.5,63.5,68.55,49509260,
59,2020-03-25T00:00:00,67.75,71.7,67.25,70.25,57674761,
60,2020-03-26T00:00:00,71.45,73.5,68.3,70.8,63830359,
61,2020-03-27T00:00:00,72.05,75.9,69.35,70.7,58824454,
62,2020-03-30T00:00:00,68.8,70.0,67.25,68.15,35276079,
63,2020-03-31T00:00:00,70.6,71.5,68.2,71.05,46139827,
64,2020-04-01T00:00:00,70.5,71.65,67.55,67.95,38127353,
65,2020-04-03T00:00:00,66.9,66.9,64.8,65.3,35337764,
66,2020-04-07T00:00:00,68.55,69.3,66.9,67.25,42069422,
67,2020-04-08T00:00:00,66.5,71.6,65.4,67.6,82182092,
68,2020-04-09T00:00:00,69.6,76.25,69.1,74.6,112596194,
69,2020-04-13T00:00:00,76.0,77.6,72.7,74.25,70398160,
70,2020-04-15T00:00:00,75.4,78.7,71.95,72.9,81172898,
71,2020-04-16T00:00:00,71.75,75.4,71.0,74.65,47910559,
72,2020-04-17T00:00:00,78.3,78.3,74.7,76.85,58336229,
73,2020-04-20T00:00:00,76.85,83.4,75.5,80.45,125406888,
74,2020-04-21T00:00:00,78.0,78.0,74.0,74.65,58211289,
75,2020-04-22T00:00:00,74.45,76.55,72.55,75.9,56503428,
76,2020-04-23T00:00:00,76.75,78.65,75.4,75.65,50372622,
77,2020-04-24T00:00:00,75.0,76.9,74.0,74.2,40054238,
78,2020-04-27T00:00:00,75.9,76.2,74.8,75.25,27835405,
79,2020-04-28T00:00:00,75.65,78.2,75.2,76.95,34799516,
80,2020-04-29T00:00:00,77.45,79.3,76.55,78.15,40765704,
81,2020-04-30T00:00:00,85.95,93.75,85.95,93.75,170594624,
82,2020-05-04T00:00:00,87.0,87.2,81.5,83.9,91125140,
83,2020-05-05T00:00:00,86.0,86.8,80.4,80.9,57069709,
84,2020-05-06T00:00:00,81.55,83.95,80.35,83.2,53723598,
85,2020-05-07T00:00:00,82.9,84.65,82.1,82.5,31149100,
86,2020-05-08T00:00:00,84.5,84.95,80.55,81.05,35344068,
87,2020-05-11T00:00:00,81.45,90.65,81.4,86.1,152404924,
88,2020-05-12T00:00:00,85.95,87.7,83.5,86.2,77539779,
89,2020-05-13T00:00:00,92.5,92.5,86.25,87.2,68075722,
90,2020-05-14T00:00:00,83.95,85.3,82.55,83.8,46316691,
91,2020-05-15T00:00:00,84.7,85.35,82.8,84.35,38571430,
92,2020-05-18T00:00:00,84.5,84.5,79.6,80.65,44208718,
93,2020-05-19T00:00:00,82.5,85.65,81.5,81.8,65371207,
94,2020-05-20T00:00:00,81.25,84.4,80.7,83.45,36361488,
95,2020-05-21T00:00:00,83.1,85.2,82.9,84.1,37301319,
96,2020-05-22T00:00:00,83.4,83.9,82.0,82.8,29234295,
97,2020-05-26T00:00:00,83.9,85.7,82.6,83.1,37974099,
98,2020-05-27T00:00:00,84.1,86.0,84.0,84.55,57956145,
99,2020-05-28T00:00:00,86.0,88.15,84.55,87.0,96152368,
100,2020-05-29T00:00:00,85.55,87.5,84.65,87.0,80799934,
101,2020-06-01T00:00:00,88.9,91.2,88.0,89.55,70967722,
102,2020-06-02T00:00:00,90.0,97.3,89.75,96.5,125333888,
103,2020-06-03T00:00:00,100.0,101.45,97.4,98.75,90572576,
104,2020-06-04T00:00:00,99.0,101.4,96.8,98.5,72070141,
105,2020-06-05T00:00:00,100.45,112.45,99.05,110.75,187212586,
106,2020-06-08T00:00:00,114.0,119.15,113.35,115.45,136847331,
107,2020-06-09T00:00:00,117.45,117.9,110.25,111.45,79458248,
108,2020-06-10T00:00:00,111.0,113.0,108.5,111.4,83949001,
109,2020-06-11T00:00:00,109.9,111.15,105.0,106.15,55461101,
110,2020-06-12T00:00:00,98.0,106.25,98.0,105.3,92952554,
111,2020-06-15T00:00:00,104.65,104.65,100.05,100.5,69314522,
112,2020-06-16T00:00:00,102.0,103.5,92.0,94.75,215375763,
113,2020-06-17T00:00:00,93.0,96.4,91.8,95.4,110692852,
114,2020-06-18T00:00:00,95.0,97.2,94.15,96.35,58950269,
115,2020-06-19T00:00:00,96.5,103.9,95.6,102.5,135439908,
116,2020-06-22T00:00:00,102.35,104.9,101.0,102.65,68024831,
117,2020-06-23T00:00:00,103.0,106.0,101.9,104.4,68636110,
118,2020-06-24T00:00:00,105.25,110.8,104.2,104.8,125453307,
119,2020-06-25T00:00:00,103.85,106.3,101.65,103.8,63192600,
120,2020-06-26T00:00:00,105.4,106.05,100.35,101.4,56291967,
121,2020-06-29T00:00:00,101.4,101.4,98.05,99.45,43262450,
122,2020-06-29T00:00:00,101.4,101.4,98.05,99.45,43262450,
123,2020-06-30T00:00:00,101.75,102.3,97.3,98.25,50750729,
124,2020-07-01T00:00:00,99.0,101.45,98.2,100.75,50803219,
125,2020-07-02T00:00:00,100.75,102.95,100.4,101.55,48072321,
126,2020-07-03T00:00:00,102.85,106.35,102.1,103.45,86969891,
127,2020-07-06T00:00:00,105.0,109.9,104.5,109.0,91835575,
128,2020-07-07T00:00:00,109.8,112.6,108.05,109.05,85760434,
129,2020-07-08T00:00:00,109.5,110.85,104.2,105.35,55827798,
130,2020-07-09T00:00:00,106.3,108.95,104.65,106.95,54473784,
131,2020-07-10T00:00:00,106.7,108.6,105.4,107.6,64643159,
132,2020-07-13T00:00:00,108.85,112.1,106.85,108.0,81881576,
133,2020-07-14T00:00:00,106.9,107.55,104.1,105.15,46907556,
134,2020-07-15T00:00:00,106.8,106.8,102.5,103.2,49626030,
135,2020-07-16T00:00:00,103.95,103.95,100.6,102.95,44281563,
136,2020-07-17T00:00:00,103.65,106.95,103.3,106.4,42076426,
137,2020-07-20T00:00:00,106.35,106.35,103.85,105.05,39756056,
138,2020-07-21T00:00:00,106.0,109.7,105.5,108.45,65999051,
139,2020-07-22T00:00:00,108.5,109.75,104.25,105.15,50720715,
140,2020-07-23T00:00:00,105.45,106.45,104.7,106.05,30716539,
141,2020-07-24T00:00:00,104.7,105.5,102.7,103.75,39336007,
142,2020-07-27T00:00:00,104.0,104.5,101.3,101.7,29621813,
143,2020-07-28T00:00:00,102.3,107.2,102.0,106.45,64260917,
144,2020-07-29T00:00:00,108.1,108.75,104.85,105.75,44535174,
145,2020-07-30T00:00:00,106.4,106.75,102.85,103.65,33339104,
146,2020-07-31T00:00:00,104.0,105.4,102.3,104.65,33790511,
147,2020-08-03T00:00:00,103.0,114.4,102.9,113.05,194641486,
148,2020-08-04T00:00:00,112.95,115.1,110.8,111.45,95866974,
149,2020-08-05T00:00:00,112.4,117.65,112.0,115.4,99351421,
150,2020-08-06T00:00:00,116.2,117.7,115.5,116.8,60076252,
151,2020-08-07T00:00:00,117.0,119.7,116.0,119.1,56298683,
152,2020-08-10T00:00:00,119.95,124.7,119.7,123.85,71070193,
153,2020-08-11T00:00:00,125.0,125.8,121.4,122.3,50224835,
154,2020-08-12T00:00:00,121.0,126.4,120.6,125.35,50699360,
155,2020-08-13T00:00:00,126.1,131.9,124.4,131.15,95470283,
156,2020-08-14T00:00:00,131.15,132.65,123.7,124.6,75031224,
157,2020-08-17T00:00:00,124.5,126.25,120.6,123.55,61136849,
158,2020-08-18T00:00:00,124.0,127.5,123.6,125.6,62140262,
159,2020-08-19T00:00:00,127.0,127.6,124.75,125.15,45119908,
160,2020-08-20T00:00:00,123.45,125.65,121.1,121.7,43513209,
161,2020-08-21T00:00:00,124.2,124.2,120.15,120.9,48650672,
162,2020-08-24T00:00:00,122.0,123.0,120.8,121.2,31272614,
163,2020-08-25T00:00:00,121.8,128.35,121.1,127.1,90245806,
164,2020-08-26T00:00:00,130.5,139.0,128.35,137.9,197382538,
165,2020-08-27T00:00:00,140.1,146.85,139.3,144.25,181352804,
