,Date,Open,High,Low,Close,Volume,Extra
0,2020-01-01T00:00:00,1308.4,1318.9,1303.0,1309.95,3122141,
1,2020-01-02T00:00:00,1312.0,1348.0,1311.0,1345.3,4333867,
2,2020-01-03T00:00:00,1344.95,1344.95,1330.15,1335.05,2059357,
3,2020-01-06T00:00:00,1331.0,1332.0,1314.1,1316.75,2646080,
4,2020-01-07T00:00:00,1328.0,1339.5,1313.75,1320.5,2077224,
5,2020-01-08T00:00:00,1302.0,1308.7,1283.35,1291.55,4146083,
6,2020-01-09T00:00:00,1311.0,1319.9,1305.1,1316.15,2066096,
7,2020-01-10T00:00:00,1319.0,1335.95,1319.0,1324.6,2359877,
8,2020-01-13T00:00:00,1329.0,1339.4,1328.7,1334.7,1823731,
9,2020-01-14T00:00:00,1329.8,1331.0,1315.1,1326.1,2044513,
10,2020-01-15T00:00:00,1325.6,1336.15,1320.0,1323.6,2123180,
11,2020-01-16T00:00:00,1327.7,1332.9,1317.4,1319.3,1771512,
12,2020-01-17T00:00:00,1320.6,1325.95,1302.0,1304.2,2938166,
13,2020-01-20T00:00:00,1313.95,1319.9,1306.5,1309.6,2542679,
14,2020-01-21T00:00:00,1304.75,1313.9,1300.45,1302.35,1360361,
15,2020-01-22T00:00:00,1311.0,1312.0,1292.0,1294.2,2447387,
16,2020-01-23T00:00:00,1307.0,1339.85,1306.0,1332.3,10053202,
17,2020-01-24T00:00:00,1332.0,1367.85,1332.0,1359.2,5835722,
18,2020-01-27T00:00:00,1340.0,1364.9,1340.0,1348.6,2508552,
19,2020-01-28T00:00:00,1350.9,1355.0,1338.0,1346.65,2352206,
20,2020-01-29T00:00:00,1353.1,1374.95,1352.1,1365.7,3677121,
21,2020-01-30T00:00:00,1365.95,1376.8,1353.0,1370.2,2742986,
22,2020-01-31T00:00:00,1375.95,1376.55,1360.45,1369.3,3945636,
23,2020-02-01T00:00:00,1372.6,1383.7,1280.0,1287.4,8300624,
24,2020-02-03T00:00:00,1290.0,1303.9,1272.0,1286.65,5765961,
25,2020-02-04T00:00:00,1296.0,1307.3,1287.55,1291.75,3602979,
