Date,RELIANCE,HDFCBANK,ICICIBANK,INFY,TCS,HINDUNILVR,ITC,BHARTIARTL,SBIN,KOTAKBANK,AXISBANK,BAJFINANCE,BAJAJFINSV,HCLTECH,WIPRO,LTIM,TECHM,LT,ULTRACEMCO,GRASIM,SHREECEM,TATASTEEL,JSWSTEEL,HINDALCO,COALINDIA,ONGC,POWERGRID,NTPC,ADANIENT,ADANIPORTS,ASIANPAINT,TITAN,NESTLEIND,BRITANNIA,MARUTI,M&M,TATAMOTORS,BAJAJ-AUTO,HEROMOTOCO,EICHERMOT,APOLLOHOSP,SUNPHARMA,DRREDDY,CIPLA,DIVISLAB,UPL,SBILIFE,HDFCLIFE,SBICARD,INDUSINDBK
2020-01-01,1509.6,1278.6,536.75,736.85,2167.6,1936.55,238.1,453.3,334.45,1674.05,748.7,4231.3,9378.45,571.95,247.7,,762.1,1309.95,4065.0,742.5,20319.9,467.75,268.1,214.3,211.95,127.45,195.5,121.55,207.85,377.65,1793.2,1154.75,14779.05,3039.65,7311.7,536.6,184.45,3150.1,2432.55,22075.8,1426.35,434.3,2879.4,475.9,1818.85,588.25,976.4,621.45,,1484.3
2020-01-02,1535.3,1286.75,540.6,734.7,2157.65,1938.05,239.85,455.2,339.3,1671.55,756.95,4246.05,9505.6,573.55,248.3,,766.05,1345.3,4244.8,766.35,21232.15,484.85,276.45,220.15,211.1,128.05,195.1,121.4,211.2,383.15,1790.65,1155.6,14729.35,3053.4,7329.85,539.85,193.75,3121.0,2429.45,21600.85,1494.65,434.95,2864.9,473.5,1826.85,595.45,969.35,634.25,,1529.0
2020-01-03,1537.15,1268.4,538.85,746.0,2200.65,1927.45,238.5,455.1,333.7,1657.1,742.95,4193.45,9345.85,585.05,251.1,,775.1,1335.05,4219.2,756.65,21122.25,483.7,272.45,216.45,211.85,128.45,193.0,119.35,208.3,382.5,1751.4,1139.7,14593.6,3038.8,7254.25,532.75,191.1,3072.05,2432.35,21189.25,1486.1,444.6,2883.9,469.95,1834.8,590.75,975.1,630.7,,1528.85
2020-01-06,1501.5,1240.95,525.7,738.85,2200.45,1915.45,235.1,449.65,319.0,1652.55,723.25,3996.7,9042.7,582.0,252.15,,770.4,1316.75,4157.1,737.0,20870.0,473.25,264.25,209.3,205.7,126.25,193.1,118.9,199.55,380.2,1707.15,1158.6,14416.65,3022.05,7042.4,524.5,185.65,3037.65,2368.15,20860.45,1462.5,439.95,2878.85,466.75,1838.35,584.95,983.1,619.55,,1469.4
2020-01-07,1524.6,1260.6,522.9,727.9,2205.85,1920.7,235.35,445.1,318.4,1670.85,725.75,4007.65,9095.65,584.25,255.2,,777.1,1320.5,4242.1,742.3,21963.15,476.1,265.25,208.85,205.7,125.75,191.7,120.55,204.05,384.8,1724.4,1159.95,14290.75,3036.6,7073.6,526.65,184.7,3037.95,2348.05,20803.8,1478.7,446.4,2884.2,468.6,1846.85,595.05,984.9,629.95,,1461.65
2020-01-08,1513.15,1257.3,525.95,718.2,2255.25,1929.35,234.2,458.85,319.8,1654.85,724.5,4049.95,9145.5,585.75,254.8,,769.8,1291.55,4318.95,742.65,22441.3,475.25,262.5,207.4,200.2,123.45,190.55,119.95,201.5,385.65,1728.8,1143.3,14391.25,3023.6,7035.2,524.65,182.55,3059.25,2317.55,19892.2,1473.65,440.1,2897.25,464.75,1833.95,600.85,987.75,628.85,,1458.6
2020-01-09,1548.0,1271.4,546.3,727.55,2214.35,1935.05,235.8,460.1,330.2,1665.05,742.85,4124.2,9395.25,580.3,253.65,,773.65,1316.15,4388.0,757.3,22814.55,483.15,278.1,210.75,198.0,123.7,192.95,119.35,208.0,391.8,1772.55,1163.45,14643.45,3001.1,7227.9,541.25,192.0,3085.7,2354.55,20328.9,1479.6,439.85,2920.5,470.1,1843.4,604.55,988.5,631.5,,1507.65
2020-01-10,1547.65,1282.7,540.25,738.15,2213.55,1954.0,238.0,457.0,332.25,1684.7,740.05,4144.85,9372.25,580.35,251.75,,776.25,1324.6,4444.6,756.25,23345.4,486.2,277.9,211.5,205.3,124.15,192.15,120.3,209.1,392.05,1792.55,1154.05,14655.1,2989.75,7330.5,546.6,196.35,3101.2,2363.45,20432.75,1485.9,443.6,2933.0,473.5,1866.3,600.3,989.0,623.1,,1491.25
2020-01-13,1543.7,1286.0,538.6,773.55,2190.35,1994.85,239.25,468.9,330.75,1691.1,737.4,4164.5,9455.25,586.5,254.8,,785.85,1334.7,4468.7,759.6,23829.2,495.75,278.6,211.2,211.55,125.45,194.8,121.75,213.6,390.35,1804.9,1158.95,14658.25,3045.1,7352.7,554.95,196.25,3094.05,2366.75,20280.0,1488.0,444.6,2954.7,477.65,1878.85,591.95,989.85,625.4,,1539.65
2020-01-14,1529.4,1289.5,537.6,775.65,2206.9,2008.8,243.25,469.35,328.0,1676.8,747.9,4193.0,9574.0,594.3,257.2,,796.25,1326.1,4483.3,759.9,23560.0,498.6,280.9,211.95,212.95,125.05,195.25,123.5,214.35,389.2,1819.15,1167.1,14868.6,3105.15,7386.8,562.5,195.85,3101.6,2411.4,20489.7,1493.3,446.0,2947.8,484.25,1873.65,583.55,989.0,614.25,,1481.65
2020-01-15,1523.85,1284.25,535.6,767.55,2226.9,2021.65,242.4,467.85,324.25,1675.6,746.3,4207.25,9589.15,595.75,248.25,,795.15,1323.6,4506.5,766.4,23728.55,502.1,282.5,213.65,212.45,124.65,194.25,123.85,218.0,390.8,1842.25,1184.85,14860.2,3114.2,7482.95,569.75,200.35,3123.55,2476.3,20624.8,1511.95,449.05,2918.65,484.0,1866.25,585.8,998.15,616.55,,1400.5
2020-01-16,1537.9,1287.65,537.15,767.0,2238.8,2049.25,240.75,473.9,323.3,1701.55,737.3,4220.25,9622.15,593.25,250.45,,782.85,1319.3,4472.35,756.05,23290.85,494.4,277.45,209.65,210.25,124.5,196.45,121.45,220.0,390.95,1835.15,1192.9,15354.9,3150.25,7462.65,567.45,197.55,3112.1,2434.5,21536.25,1591.55,449.05,2937.45,480.25,1899.0,588.1,999.9,607.5,,1386.45
2020-01-17,1581.0,1278.15,532.05,767.85,2219.1,2060.3,239.95,500.05,318.0,1698.1,739.9,4231.75,9715.0,598.8,251.1,,778.45,1304.2,4486.75,768.25,23286.0,495.25,273.35,210.05,207.9,125.4,197.4,121.2,228.4,387.6,1830.05,1188.75,15439.45,3124.45,7520.15,569.3,197.3,3118.1,2454.0,21292.2,1624.0,454.6,3034.35,480.3,1903.35,589.25,996.35,607.65,,1352.25
2020-01-20,1532.35,1254.9,534.85,768.45,2170.35,2062.85,241.9,508.7,314.0,1617.9,727.2,4152.6,9572.75,589.25,248.0,,778.2,1309.6,4467.65,772.8,23133.1,490.65,271.35,207.3,201.15,122.9,204.65,118.25,226.55,380.05,1848.75,1187.85,15417.25,3110.45,7449.6,567.2,195.0,3103.7,2415.6,21365.1,1629.55,449.45,3059.6,480.15,1892.0,584.6,981.5,598.25,,1331.95
2020-01-21,1533.9,1244.35,531.05,762.5,2171.05,2055.4,238.45,511.75,313.7,1625.1,717.6,4138.6,9534.3,584.05,247.1,,778.9,1302.35,4483.55,771.65,22901.15,476.15,267.25,205.15,202.15,122.75,200.6,117.15,224.25,379.95,1810.75,1176.2,15280.75,3111.25,7302.65,552.8,191.4,3097.05,2398.7,21056.55,1627.3,447.4,3060.45,473.4,1870.8,577.7,972.75,602.0,,1336.35
2020-01-22,1533.35,1240.85,522.85,770.2,2206.9,2051.7,238.05,514.5,316.15,1585.5,712.6,4142.2,9547.5,590.65,245.85,,778.75,1294.2,4477.0,792.9,23016.7,475.05,265.85,203.6,191.9,116.4,200.05,112.15,225.9,383.6,1779.25,1177.65,15548.7,3106.35,7135.6,553.6,185.6,3076.4,2399.05,21100.0,1634.45,446.3,3062.05,471.6,1855.15,562.95,981.7,612.75,,1327.4
2020-01-23,1526.85,1244.85,527.7,784.35,2190.95,2056.9,237.9,523.65,323.2,1605.85,723.0,4125.8,9534.2,598.95,248.7,,768.95,1332.3,4526.4,808.9,23100.0,480.25,266.65,204.6,190.75,117.8,201.95,113.5,229.6,385.85,1776.1,1204.1,15548.85,3122.9,7147.1,566.5,188.4,3065.2,2429.75,20915.75,1686.9,449.85,3038.15,465.15,1897.45,542.2,985.95,616.0,,1331.8
2020-01-24,1521.55,1244.55,533.85,782.75,2183.4,2073.7,238.15,524.25,324.05,1642.95,737.4,4194.5,9633.75,607.7,247.6,,787.3,1359.2,4642.75,822.0,23134.65,483.4,271.9,205.4,193.95,118.35,196.95,114.75,229.75,384.75,1786.8,1227.85,15755.5,3192.5,7128.45,567.75,186.5,3074.15,2468.65,20930.8,1668.7,447.8,3031.4,458.85,1910.5,543.3,999.8,607.25,,1316.1
2020-01-27,1506.55,1213.2,537.25,778.1,2169.25,2061.35,234.6,514.4,316.2,1618.35,740.25,4164.35,9557.6,604.35,245.35,,791.5,1348.6,4676.95,813.1,23598.45,462.45,262.8,198.25,193.35,117.25,193.0,113.15,230.55,381.25,1788.35,1213.8,15666.05,3174.2,7148.8,578.3,182.2,3082.6,2455.75,21095.2,1696.05,448.4,3188.75,464.45,1918.35,537.25,992.15,599.7,,1271.2
2020-01-28,1471.75,1223.2,528.2,778.0,2183.75,2060.6,230.75,491.25,315.1,1626.05,737.15,4213.0,9646.0,601.45,244.05,,794.25,1346.65,4609.05,808.9,23442.0,446.25,255.25,196.0,189.15,116.6,190.45,112.05,229.9,372.95,1779.1,1195.0,15416.65,3181.25,6997.05,572.5,176.1,3060.9,2468.85,21086.65,1677.75,452.9,3189.15,464.7,1946.75,536.95,987.85,603.75,,1254.75
2020-01-29,1479.85,1235.85,526.6,789.7,2154.6,2074.2,236.65,490.25,316.45,1640.45,735.25,4419.0,9894.25,608.85,246.75,,804.15,1365.7,4568.2,802.3,23206.1,452.2,261.25,197.75,191.05,117.65,192.4,113.2,232.3,383.35,1796.95,1186.2,15866.75,3214.2,7010.3,577.75,188.05,3091.85,2486.35,20192.25,1688.0,450.1,3148.25,461.55,1961.3,542.15,1007.8,605.05,,1258.25
2020-01-30,1443.75,1226.05,532.2,780.7,2137.85,2058.1,234.05,489.8,310.7,1628.25,730.9,4364.3,9639.65,607.85,240.7,,791.35,1370.2,4486.0,791.25,23485.3,448.55,256.95,193.45,187.95,115.6,194.4,113.65,231.5,378.0,1805.0,1179.25,15520.8,3210.7,7020.45,567.85,186.2,3145.5,2482.3,20340.3,1690.8,442.1,3154.85,451.0,1959.15,544.15,998.25,600.45,,1231.5
2020-01-31,1411.65,1226.3,525.65,775.95,2079.05,2034.25,235.15,496.45,318.45,1691.75,729.3,4365.9,9441.4,591.4,236.8,,796.6,1369.3,4416.1,778.9,23006.9,438.7,250.7,189.35,181.7,108.95,186.85,112.85,229.45,369.4,1795.65,1187.75,15359.45,3200.7,6913.5,567.15,176.6,3180.05,2501.85,20289.3,1660.2,434.3,3114.5,446.9,1952.3,526.55,994.1,599.2,,1258.85
2020-02-01,1383.35,1198.7,504.6,779.5,2164.85,2074.9,219.0,497.2,302.6,1647.95,705.45,4276.05,8947.4,590.9,236.8,,807.55,1287.4,4265.25,759.4,22416.1,423.8,244.75,184.4,173.5,104.35,182.4,109.3,222.8,362.3,1755.35,1173.25,15524.75,3097.6,6812.65,545.2,165.6,3143.3,2446.9,20059.25,1654.45,422.8,3123.05,444.2,1986.9,503.65,893.1,562.4,,1211.1
2020-02-03,1385.5,1192.8,515.55,767.4,2102.5,2178.95,207.6,510.05,298.1,1676.25,708.95,4359.35,9105.0,579.1,237.4,,793.15,1286.65,4370.65,780.4,23300.0,436.05,251.5,181.8,178.65,103.45,187.35,110.25,220.9,367.35,1867.65,1186.4,16301.0,3230.05,7011.3,558.7,163.85,3284.5,2376.15,19883.45,1695.85,417.55,3144.15,444.55,1972.75,513.3,912.65,565.3,,1263.1
2020-02-04,1426.4,1229.8,530.8,787.85,2107.75,2155.6,215.65,518.9,306.25,1698.3,715.0,4519.25,9534.9,586.5,240.25,,811.1,1291.75,4474.25,793.7,24411.05,451.9,258.35,189.25,182.5,106.15,194.35,112.0,225.45,372.5,1891.3,1275.8,16455.6,3232.5,7199.6,576.9,165.7,3162.8,2462.05,19512.65,1671.05,425.65,3241.85,448.45,1961.3,522.6,911.6,573.1,,1272.65
2020-02-05,1448.5,1244.65,539.1,784.55,2146.55,2160.3,216.45,533.35,311.0,1689.75,724.05,4528.2,9591.4,595.6,242.25,,814.05,1310.05,4471.8,799.9,24923.0,475.05,269.25,196.3,179.25,106.8,189.35,111.2,236.25,366.6,1873.5,1279.85,16384.85,3255.95,7040.9,584.35,183.75,3161.5,2373.25,19487.05,1657.45,426.25,3133.35,447.55,1962.65,537.45,910.55,583.45,,1272.8
2020-02-06,1457.8,1239.8,541.6,771.35,2128.35,2156.4,213.55,546.8,321.95,1674.0,736.95,4666.35,9619.7,599.7,243.65,,817.7,1317.6,4464.9,801.0,25005.0,477.6,276.45,194.0,179.95,107.25,192.9,112.0,236.5,370.2,1861.0,1259.3,16284.95,3252.2,7021.6,580.15,178.85,3149.8,2411.3,20391.2,1645.05,430.65,3158.95,439.65,2023.0,536.85,919.5,593.65,,1334.25
2020-02-07,1433.65,1242.2,536.45,777.3,2136.55,2159.95,213.4,539.45,320.55,1653.05,748.15,4654.3,9623.3,607.7,243.95,,824.45,1299.0,4471.8,787.65,25000.0,471.0,279.3,197.4,185.05,109.25,190.4,115.6,239.5,369.55,1858.7,1275.0,16327.8,3251.4,6971.75,569.1,173.6,3134.85,2443.45,19736.3,1663.15,430.8,3166.7,443.2,2085.95,543.1,947.3,595.7,,1298.8
2020-02-10,1435.6,1240.3,533.95,773.2,2161.95,2159.3,210.55,538.7,318.5,1669.3,741.1,4721.75,9627.0,604.9,240.9,,813.65,1285.3,4413.75,757.55,24961.65,443.8,277.9,190.85,178.85,106.2,186.6,113.5,244.5,368.25,1869.5,1257.2,16172.2,3155.6,6892.9,528.4,168.9,3103.3,2385.7,19057.25,1665.7,420.3,3149.1,444.75,2088.95,574.1,952.8,588.05,,1274.95
2020-02-11,1452.75,1240.6,539.75,773.55,2153.4,2152.65,212.6,534.3,324.35,1677.45,749.95,4749.35,9731.6,610.65,241.25,,819.95,1286.9,4466.45,759.3,24813.45,444.1,288.75,193.65,179.35,106.8,189.5,116.85,245.3,374.2,1878.1,1270.7,15997.15,3134.7,7033.75,524.05,169.75,3145.45,2396.45,19009.25,1697.95,418.55,3191.2,450.6,2146.9,576.65,939.75,583.5,,1292.65
2020-02-12,1470.3,1249.0,549.3,781.05,2170.75,2260.35,213.05,539.6,320.2,1714.9,755.25,4768.7,9771.85,614.1,244.45,,821.5,1297.3,4453.75,755.35,24610.0,447.95,293.7,193.65,180.3,106.7,189.35,116.8,249.7,374.1,1893.7,1269.0,16297.7,3136.8,7043.3,531.0,170.95,3146.3,2423.05,19360.0,1683.6,414.6,3195.7,446.8,2121.8,573.9,932.85,578.35,,1277.4
2020-02-13,1474.15,1241.4,541.0,792.25,2191.95,2283.4,211.9,539.95,327.45,1689.8,747.8,4795.35,9717.2,612.45,243.75,,828.0,1292.25,4450.5,752.25,24657.0,441.25,293.35,195.25,177.8,105.35,190.55,115.15,251.45,369.1,1874.05,1298.1,16412.2,3135.2,7005.05,533.6,169.5,3136.4,2408.95,19355.3,1695.5,418.95,3324.6,443.4,2155.8,578.75,927.55,577.2,,1230.75
2020-02-14,1487.6,1219.35,545.8,786.45,2184.2,2255.05,207.7,565.0,319.4,1680.95,736.5,4781.75,9690.5,621.65,242.9,,834.15,1295.15,4434.35,743.05,24433.6,434.55,289.15,194.0,174.75,103.3,184.1,112.7,256.15,366.85,1877.05,1293.45,16356.45,3096.65,6913.8,523.0,169.1,3146.4,2356.5,18703.55,1704.4,418.55,3304.3,447.1,2146.45,591.65,914.25,573.95,,1176.0
2020-02-17,1478.25,1217.15,541.6,789.45,2203.25,2252.6,204.8,564.85,314.2,1691.1,738.4,4776.65,9528.85,613.45,243.8,,833.25,1280.2,4449.85,737.4,24028.05,436.85,288.15,190.25,167.85,99.95,183.6,110.3,252.5,362.8,1880.25,1316.05,16588.45,3084.1,6906.75,522.75,169.1,3075.6,2283.35,18535.9,1715.05,408.4,3295.55,431.9,2154.85,595.0,914.4,565.9,,1172.95
2020-02-18,1467.4,1213.25,541.2,797.65,2215.75,2234.4,203.85,548.25,317.55,1691.0,733.65,4758.0,9529.5,607.05,244.05,,838.8,1286.35,4475.7,723.9,23912.85,431.4,284.8,184.35,171.85,99.3,185.0,109.6,249.45,366.6,1863.65,1311.0,16403.85,3066.45,6781.1,523.2,161.6,3082.5,2252.65,18760.35,1774.9,408.65,3251.35,436.0,2175.25,585.2,916.05,562.6,,1140.7
2020-02-19,1503.8,1227.2,544.8,800.45,2196.35,2292.15,206.7,543.4,320.35,1701.1,741.05,4878.05,9758.65,605.75,247.6,,840.9,1281.4,4473.1,757.15,24533.25,433.2,280.85,188.1,177.75,101.7,187.5,112.05,254.0,371.3,1884.9,1329.6,16785.05,3082.25,6756.6,526.4,158.05,3090.9,2251.6,18875.2,1780.5,403.55,3278.15,447.5,2185.85,585.2,938.2,579.1,,1142.15
2020-02-20,1485.95,1217.1,547.0,797.0,2156.8,2248.25,207.45,545.6,327.65,1685.95,744.3,4880.45,9709.7,608.05,245.7,,829.6,1280.6,4428.1,751.3,24407.4,443.55,281.8,189.95,179.35,102.8,189.25,111.35,258.65,370.85,1842.25,1322.85,16539.5,3059.4,6757.6,524.85,158.5,3065.5,2240.25,18848.65,1800.7,404.95,3255.3,435.75,2169.35,584.35,928.75,573.5,,1182.2
2020-02-24,1444.95,1209.95,529.85,795.85,2115.35,2215.15,203.0,529.9,322.95,1678.25,725.45,4803.95,9466.9,595.15,244.2,,820.1,1259.7,4395.0,724.9,23831.6,415.45,258.95,179.05,174.85,98.05,186.1,109.7,247.25,362.25,1818.95,1279.9,16337.25,3036.2,6470.4,513.2,150.65,2980.5,2184.2,17949.95,1797.45,397.85,3176.3,430.15,2160.45,573.25,916.6,560.8,,1170.25
2020-02-25,1416.4,1200.3,530.95,798.4,2156.15,2233.6,201.8,535.25,326.8,1675.8,728.75,4825.95,9525.0,582.45,244.1,,822.1,1242.05,4344.0,720.4,23572.05,421.3,262.6,174.45,175.1,97.55,186.15,110.1,246.45,358.4,1826.1,1260.1,16380.5,3033.55,6414.55,508.95,149.9,2947.4,2184.15,17532.3,1790.45,388.9,3086.9,425.8,2116.0,566.35,901.2,569.5,,1153.85
2020-02-26,1392.0,1199.25,523.7,782.75,2123.6,2236.2,198.6,535.95,328.2,1666.5,729.4,4810.0,9387.0,583.6,239.9,,811.45,1211.15,4341.5,702.8,23465.15,416.3,260.8,169.9,173.8,95.8,185.85,109.1,242.8,358.4,1826.65,1255.1,16240.15,3041.35,6234.85,503.0,144.55,2946.6,2142.55,17156.95,1767.05,374.7,3066.0,422.2,2142.1,563.0,891.35,557.05,,1135.0
2020-02-27,1386.25,1199.45,515.35,777.85,2105.5,2254.95,197.55,531.65,321.95,1682.75,735.85,4759.8,9408.0,573.05,231.6,,809.15,1210.35,4321.65,712.85,23812.55,412.8,252.1,168.35,174.1,93.35,186.45,109.05,234.15,353.7,1843.8,1277.9,16263.75,3026.05,6289.8,493.5,145.25,2936.6,2110.25,17053.4,1795.4,388.5,3067.05,421.2,2156.55,550.85,905.35,566.7,,1115.55
2020-02-28,1328.65,1177.65,497.25,731.7,2000.15,2174.75,197.55,523.5,303.0,1620.35,697.3,4465.85,9050.75,534.35,221.45,,744.4,1187.55,4219.6,687.2,22670.95,381.75,235.7,155.9,168.4,91.95,181.5,106.55,218.65,342.2,1797.95,1254.5,15778.85,2970.2,6283.1,457.05,128.95,2890.0,2051.75,16602.35,1735.8,372.9,2927.1,402.1,2106.95,519.7,890.4,544.1,,1104.05
2020-03-02,1316.15,1179.6,506.1,741.05,2001.3,2159.45,195.3,518.35,287.4,1599.0,684.2,4360.75,8914.5,549.7,220.8,,744.55,1160.9,4141.7,668.45,23042.0,364.05,235.0,149.75,169.35,89.1,183.5,103.9,218.6,340.65,1786.8,1244.15,16109.95,2949.1,6285.15,458.3,125.4,2792.2,1975.45,17013.4,1728.55,369.5,2905.55,401.95,2109.25,514.35,894.15,554.5,,1079.25
2020-03-03,1342.85,1181.8,514.75,747.0,2036.2,2166.65,193.85,520.8,289.85,1626.3,687.15,4454.1,8963.65,565.05,223.7,,752.3,1181.3,4299.9,700.05,23593.15,387.55,246.45,159.3,178.2,93.35,191.7,108.9,225.75,347.3,1800.55,1247.0,16359.4,3026.5,6386.05,466.25,130.35,2692.25,2054.85,17888.45,1725.7,393.55,3043.7,425.3,2183.1,521.55,899.85,563.5,,1108.05
2020-03-04,1339.7,1148.85,508.35,758.75,2083.2,2175.85,187.5,516.75,285.3,1607.95,682.2,4286.4,8799.7,563.1,228.85,,771.3,1176.65,4172.8,689.5,23256.0,377.15,245.6,160.6,178.1,92.8,197.05,107.95,221.1,345.95,1847.95,1250.95,16541.5,3063.05,6384.35,474.65,126.2,2711.5,2046.35,17254.2,1755.25,405.45,3171.35,447.65,2174.8,511.6,885.1,568.6,,1065.95
2020-03-05,1311.15,1151.35,504.5,754.6,2125.05,2218.0,188.05,526.9,288.5,1651.35,677.9,4330.7,8879.9,576.4,229.7,,756.1,1182.45,4205.55,680.3,23100.0,375.75,247.15,155.5,177.15,92.6,195.95,107.85,221.0,349.15,1874.45,1259.15,16576.3,3127.15,6365.95,479.3,125.75,2703.65,2063.9,17775.35,1727.2,404.9,3184.45,440.6,2223.75,516.05,884.45,564.95,,1075.0
2020-03-06,1271.0,1134.9,486.35,738.95,2116.45,2188.9,181.75,519.15,270.5,1631.05,657.65,4225.85,8603.2,566.2,223.55,,740.4,1158.9,4167.85,665.05,23110.45,351.5,238.8,150.1,168.75,88.5,190.6,105.15,212.0,341.4,1877.45,1242.6,16429.3,3081.4,6445.95,471.0,114.2,2735.05,2038.3,17743.55,1688.9,400.9,3170.95,434.4,2240.05,513.6,853.95,548.15,,1014.8
2020-03-09,1114.15,1107.3,457.75,704.45,1972.35,2121.5,177.2,496.25,253.45,1578.15,623.55,4026.8,8207.1,540.45,214.4,,704.8,1101.95,4097.35,634.6,21860.15,322.3,229.05,143.45,157.95,74.55,180.95,102.9,199.7,321.9,1867.15,1203.45,16031.35,2996.5,6201.1,463.2,105.7,2573.35,1956.05,17885.8,1640.9,393.35,3061.25,426.15,2181.75,513.0,825.3,517.65,,903.1
2020-03-11,1153.55,1113.8,465.65,686.0,1953.7,2155.0,175.65,493.8,245.1,1589.3,619.35,4030.65,8254.0,536.8,213.1,,708.55,1116.95,3993.4,625.25,21894.9,299.75,223.5,137.8,168.0,71.7,181.4,103.05,195.75,320.2,1882.85,1187.65,16048.55,3048.3,6146.3,451.6,98.9,2591.55,2036.05,17753.6,1629.25,385.95,3000.6,417.1,2149.2,516.95,808.95,513.55,,853.55
2020-03-12,1063.0,1021.3,425.65,631.2,1769.85,2055.95,155.8,464.95,212.6,1465.05,543.25,3734.35,7438.05,493.35,199.1,,649.85,1016.55,3663.5,559.85,20273.5,287.45,203.2,120.2,154.55,62.5,166.1,94.35,162.15,287.65,1843.35,1076.75,15565.55,2810.65,5643.15,423.35,88.0,2338.9,1907.2,16877.75,1508.0,354.8,2850.4,394.75,1912.85,443.6,751.7,472.9,,784.65
2020-03-13,1105.3,1069.8,447.2,642.35,1806.3,2033.2,162.25,491.85,242.0,1470.05,568.8,3952.55,7742.0,492.9,197.4,,655.95,1051.45,3788.9,604.95,21350.0,326.7,214.9,127.45,154.1,65.9,167.9,98.05,148.75,292.75,1797.7,1084.35,14991.8,2763.6,5838.6,428.85,89.75,2357.1,1883.95,17672.15,1513.65,384.2,2885.1,425.55,1962.7,410.85,761.95,507.15,,803.75
2020-03-16,1015.7,999.5,402.9,583.15,1696.4,1941.9,147.25,464.8,223.35,1383.7,508.6,3672.25,7495.6,450.7,179.75,,603.4,968.7,3518.05,576.9,20158.05,289.6,186.0,115.65,143.9,60.15,157.95,90.8,134.7,261.4,1683.4,1011.35,14397.2,2709.0,5480.25,391.8,82.95,2339.55,1783.5,16493.7,1472.8,368.55,2826.95,396.4,1891.9,376.8,731.55,474.2,681.4,664.15
2020-03-17,1008.0,975.1,367.25,554.95,1658.0,2004.05,149.15,454.7,215.15,1322.7,488.35,3444.85,7017.5,450.65,173.1,,595.45,956.75,3470.45,555.65,20005.5,282.75,176.45,115.4,145.9,60.0,162.0,88.1,133.4,267.15,1731.6,1001.0,14541.0,2686.0,5603.95,373.4,77.95,2270.45,1841.15,17061.1,1426.75,370.15,2781.2,401.75,1895.3,350.85,687.0,464.95,730.9,604.15
2020-03-18,968.5,876.9,355.05,534.3,1654.4,1923.8,150.7,425.55,215.2,1171.95,473.45,3061.35,6310.2,434.25,169.95,,579.65,904.55,3303.55,527.05,19293.95,280.85,164.35,109.2,145.05,68.15,144.15,80.55,130.2,260.4,1618.2,930.75,13536.8,2501.95,5352.65,346.4,75.5,2169.0,1681.15,15954.15,1282.7,362.75,2668.45,386.0,1805.25,321.85,596.25,419.45,689.2,460.8
2020-03-19,917.7,895.55,338.55,545.55,1636.35,1838.3,161.85,444.75,203.65,1210.85,428.25,2746.1,5785.5,413.45,162.35,,530.0,843.1,3166.05,491.05,17731.45,271.85,163.3,99.75,123.55,61.05,147.15,78.35,128.9,258.35,1601.2,903.5,13120.3,2318.15,4819.55,314.2,72.95,2166.6,1712.45,15046.45,1180.1,360.4,2623.95,374.7,1870.95,296.75,607.7,416.95,692.05,444.05
2020-03-20,1017.95,882.85,345.7,585.2,1797.45,2051.7,175.5,462.65,209.85,1262.35,428.15,2951.9,6233.05,444.9,179.2,,576.35,864.7,3573.85,529.4,18903.65,297.75,175.75,105.5,132.8,72.35,157.25,81.25,137.7,256.4,1742.95,904.9,14145.5,2467.8,5079.2,322.6,77.3,2242.3,1815.7,15678.45,1362.95,365.25,2897.25,392.8,1994.9,300.15,633.5,418.1,724.5,440.35
2020-03-23,884.05,771.55,284.0,526.45,1669.7,1869.7,154.3,407.35,181.6,1098.25,308.65,2266.15,4621.05,417.15,170.15,,487.2,724.05,3054.85,433.25,16959.4,271.15,144.4,87.9,127.85,60.4,153.0,76.4,120.9,207.8,1498.45,800.95,12944.65,2137.85,4220.35,293.4,66.2,1935.55,1616.0,13705.9,1158.65,324.5,2768.4,375.25,1851.75,254.6,539.2,342.3,582.4,336.45
2020-03-24,943.4,767.7,296.5,589.8,1703.15,2027.85,149.7,404.05,183.2,1152.9,303.15,2474.2,4497.75,442.05,176.35,,503.5,707.9,3018.1,400.1,16980.0,271.9,147.1,88.75,127.85,62.5,147.3,77.55,130.35,231.75,1524.85,816.1,13478.35,2364.7,4486.45,269.0,68.55,1937.15,1627.05,14208.5,1156.0,335.15,2857.95,377.45,1919.95,262.05,546.25,391.3,613.7,312.35
2020-03-25,1082.25,856.75,316.9,606.2,1750.3,2088.15,147.35,429.1,189.9,1290.15,326.8,2585.6,4830.3,457.6,174.65,,526.7,765.75,3228.6,451.35,16980.0,286.8,151.8,94.55,124.5,61.55,150.25,79.7,132.3,255.6,1593.15,880.8,14444.1,2451.4,5005.95,277.85,70.25,1946.75,1667.65,14516.6,1183.75,347.65,2922.0,376.45,1914.0,292.8,587.85,434.3,624.95,301.3
2020-03-26,1066.2,901.1,330.25,643.0,1790.95,2194.9,156.4,470.7,192.75,1372.95,341.4,2793.7,5147.25,447.7,182.6,,515.2,838.0,3229.15,471.4,17554.05,284.45,149.8,94.55,123.25,64.75,158.35,79.65,140.25,248.2,1616.95,928.3,14919.65,2588.45,4878.0,285.5,70.8,2106.85,1801.9,14757.95,1215.85,338.3,2948.55,386.15,1883.3,312.55,618.15,477.45,650.95,435.9
